Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate
geocigrfr:Agglomération_0,geocigr:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.v,,String,,,,geocigrfr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.0.v,,String,,,,geocigrfr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.1.v,,String,,,,geocigrfr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.2.v,,String,,,,geocigrfr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.3.v,,String,,,,geocigrfr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrfr:Agglomération_0,geocigr:displayName.4.v,,String,,,,geocigrfr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name,,i18n,,,TODO Q not i18n ???,,,,es,1,,,,false,,geocigr:CityGroup_0,,,,,,,,,,,,,,,,,ES,,geo:name,,
geocigres:Comarca_0,geocigr:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.v,,String,,,,geocigres:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.0.v,,String,,,,geocigres:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.1.v,,String,,,,geocigres:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.2.v,,String,,,,geocigres:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.3.v,,String,,,,geocigres:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:name.4.v,,String,,,,geocigres:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:idStat,,String,,,"not in France, in Italy maybe of the Provincia ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:country,,geoco:Country_0,,,,,,ES,,0,,,,,,,,,,,,,,,,,,,,,,,,,geo:country,,
geocigres:Comarca_0,geocigr:parent.geon:idIso,,String,,,,geon3es:idIso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName,,i18n,,,"Display : «geocigres:name, geocoes:name», which is a way for citizen to uniquely identify a city group in Spain",,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
geocigres:Comarca_0,geocigr:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.v,,String,,,,geocigres:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.0.v,,String,,,,geocigres:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.1.v,,String,,,,geocigres:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.2.v,,String,,,,geocigres:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.3.v,,String,,,,geocigres:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigres:Comarca_0,geocigr:displayName.4.v,,String,,,,geocigres:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name,,i18n,,,TODO mdutoo polymorphism pour : Id : nom + parent = vide en France mais nuts3 en Espagne !! => indexInId différents en France et en Espagne TODO par polymorphisme,,,,bg,1,,,,false,,geocigr:CityGroup_0,,,,,,,,,,,,,,,,,BG,,geo:name,,
geocigrbg:Община_0,geocigr:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.v,,String,,,,geocigrbg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.0.v,,String,,,,geocigrbg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.1.v,,String,,,,geocigrbg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.2.v,,String,,,,geocigrbg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.3.v,,String,,,,geocigrbg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:name.4.v,,String,,,,geocigrbg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:idStat,,String,,,"not in France, in Italy maybe of the Provincia ?",geocigrbg:idStat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:country,,geoco:Country_0,,,NO internal field name but auto linking,,,BG,,0,,,,,,,,,,,,,,,,,,,,,,,,,geo:country,,
geocigrbg:Община_0,geocigr:nationalId,,String,,,Bulgarian case : their statistical intsitute provide two type of Id code,geocigrbg:nationalId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:parent.geon:idIso,,String,,,,geon3bg:idIso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName,,i18n,,,"Display : «geocigrbg:name, geocobg:name», which is a way for citizen to uniquely identify a city group in Bulgaria",,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
geocigrbg:Община_0,geocigr:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.v,,String,,,,geocigrbg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.0.v,,String,,,,geocigrbg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.1.v,,String,,,,geocigrbg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.2.v,,String,,,,geocigrbg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.3.v,,String,,,,geocigrbg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocigrbg:Община_0,geocigr:displayName.4.v,,String,,,,geocigrbg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addrpostci:PostalCity_0,addrpostci:nuts3,,geon3:Nuts3_0,,,"to search an address' city on geo:name, i.e. indiferently geocifr/es etc. or geoditr, OPT also on nuts3 (or country)",,,,,,,n3name,false,false,,geo:Area_0,,,,,,,,,,,,,,,,,,100,,true,
geoci:City_0,geoci:name,,i18n,,,id ville = nuts3 + nom,,,,,1,,"n2name,n3name,coname",false,false,,geo:Area_0,,,,,,,,,,false,,,,,,,,,geo:name,,
geoci:City_0,geoci:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.0.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.1.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.2.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.3.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:name.4.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:country,,geoco:Country_0,,,NO internal field name but autolinking,,,,,,,coname,,,,,,,,,,,,,,,,,,,,,,,geo:country,,
geoci:City_0,geoci:idStat,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:nationalId,,String,,,To specify differently for each country ! OR is (a rule on) (one of the) other fields ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:nuts2,,geon2:Nuts2_0,,,No need for dotted path to autolink to main NUTS(2). NO internal field name but subresource linking. LATER refMixin ??,,,,,,,n2name,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:nuts3,,geon3:Nuts3_0,,,NO internal field name but subresource linking,,,,,0,0,n3name,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:cityGroup,,geocigr:CityGroup_0,,,NO internal field name but auto linking,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:zipCode,,String,,,of main townhall only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName,,i18n,,,Calculated field according to each country to display the city which allow citizens to uniquely identify it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
geoci:City_0,geoci:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.0.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.1.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.2.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.3.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoci:City_0,geoci:displayName.4.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name,,i18n,,,,,,,fr,1,,"n2name,n3name,coname",,false,,"geoci:City_0,addrpostci:PostalCity_0",,,,,,,,,,false,,,,,,,FR,,geo:name,,
geocifr:Commune_0,geoci:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.v,,String,,,,geocifr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.0.v,,String,,,,geocifr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.1.v,,String,,,,geocifr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.2.v,,String,,,,geocifr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.3.v,,String,,,,geocifr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:name.4.v,,String,,,,geocifr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:country,,geoco:Country_0,,,,,,FR,,,,coname,,,,,,,,,,,,,,,,,,,,,,,geo:country,,
geocifr:Commune_0,geoci:idStat,,String,,,,geocifr:idStat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:nationalId,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:nuts2,,geon2:Nuts2_0,,,LATER refMixin ??,,,,,,,n2name,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:nuts3,,geon3:Nuts3_0,,,LATER OPT subtype it geo:Departement_0 ???,,,,,0,0,n3name,,,,,,,,,,,,,,,,,,,,,,,addrpostci:nuts3,,
geocifr:Commune_0,geoci:cityGroup,,geocigr:CityGroup_0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:zipCode,,String,,,,geocifr:zipCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName,,i18n,,,"Display : « geocifr:name (geoci:zipCode), geocofr:name », which is a way for citizen to uniquely identify a city in France",,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
geocifr:Commune_0,geoci:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.v,,String,,,,geocifr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.0.v,,String,,,,geocifr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.1.v,,String,,,,geocifr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.2.v,,String,,,,geocifr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.3.v,,String,,,,geocifr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocifr:Commune_0,geoci:displayName.4.v,,String,,,,geocifr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name,,i18n,,,,,,,it,1,,"n2name,n3name,coname",,false,,"geoci:City_0,addrpostci:PostalCity_0",,,,,,,,,,false,,,,,,,IT,,geo:name,,
geociit:Comune_0,geoci:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.v,,String,,,,geociit:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.0.v,,String,,,,geociit:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.1.v,,String,,,,geociit:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.2.v,,String,,,,geociit:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geociit:Comune_0,geoci:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
